property_id,property_name,listing_type,price_zar,price_tier,review_count,demand_score,suburb,city,region,country,url,has_promo_flag,discount_pct,price_outlier_flag
63451.0,6 La Digue,Self Catering,4900.0,Luxury,5.0,0.69,St Francis Bay,St Francis,St Francis,South Africa,https://www.lekkeslaap.co.za/accommodation/6-la-digue,False,,False
107180.0,Ships Bell 16B,Self Catering,1500.0,Premium,16.0,1.78,St Francis Bay,St Francis,St Francis,South Africa,https://www.lekkeslaap.co.za/accommodation/shipsbell-16b,False,,False
89875.0,At The Beach Cottage Apartment,Self Catering,4000.0,Luxury,47.0,6.53,Cape St Francis,St Francis,St Francis,South Africa,https://www.lekkeslaap.co.za/accommodation/at-the-beach-cottage-apartment,False,,False
38302.0,4 Sea Cottage,Self Catering,2207.0,Premium,31.0,3.44,Langebaan Langebaan,Langebaan Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/4-sea-cottage,True,33.0,False
48801.0,Raaswater,Self Catering,1489.0,Premium,216.0,24.0,Mykonos,Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/raaswaterwestcoastlife-collection,False,,False
117637.0,The Kite Manor,Self Catering,1040.0,Mid-Range,42.0,3.89,Langebaan Langebaan,Langebaan Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/the-kite-shed,False,,False
96348.0,38 @ Nivica,Self Catering,1063.0,Mid-Range,24.0,2.22,Olifantskop,Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/38--nivica,False,,False
34408.0,Glenfinnan Guest House,Guest House,1450.0,Premium,27.0,3.0,Langebaan Langebaan,Langebaan Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/glenfinnan-guest-house,False,,False
12986.0,On the Beach 1,Self Catering,1432.0,Premium,38.0,4.22,Paradise Beach,Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/on-the-beach-1,True,33.0,False
140467.0,Where Time Stops,Self Catering,1403.0,Premium,7.0,0.78,Langebaan Langebaan,Langebaan Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/where-time-stops,False,,False
112407.0,Lalie Langebaan Akkommodasie,Self Catering,735.0,Mid-Range,33.0,3.06,Langebaan Langebaan,Langebaan Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/lalie-langebaan-akkommodasie,False,,False
68628.0,WestBed -The Legend,Guest House,1350.0,Premium,64.0,7.11,Langebaan Langebaan,Langebaan Langebaan,Langebaan,South Africa,https://www.lekkeslaap.co.za/accommodation/westbed,False,,False
61622.0,Oudewerfskloof Olyfplaas,Self Catering,1150.0,Mid-Range,77.0,7.13,Still Bay Still Bay,Still Bay Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/oudewerfskloof-olyfplaas,False,,False
19898.0,Beach Castle,Self Catering,1275.0,Premium,129.0,14.33,Still Bay West,Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/beach-castle,False,,False
9384.0,Muir Holiday Apartments,Self Catering,939.0,Mid-Range,203.0,18.8,Still Bay West,Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/muir-holiday-flats,False,,False
53471.0,Strandloper,Self Catering,1080.0,Mid-Range,126.0,11.67,Still Bay West,Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/strandloper-56,False,,False
95767.0,Beachfront @ Stilbaai,Self Catering,4500.0,Luxury,10.0,1.39,Still Bay East,Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/beachfront--stilbaai,False,,False
117493.0,32 on Prinsloo,Self Catering,891.0,Mid-Range,40.0,3.7,Still Bay West,Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/32-on-prinsloo,False,,False
132611.0,Sarah's Place - Stilbaai,Self Catering,765.0,Mid-Range,10.0,0.93,Still Bay Still Bay,Still Bay Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/sarahs-place---stilbaai,False,,False
114167.0,Abansi,Self Catering,1260.0,Premium,20.0,2.22,Still Bay East,Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/abansi,False,,False
9676.0,See-Struis,Self Catering,1190.0,Mid-Range,180.0,16.67,Still Bay West,Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/see-struis,False,,False
125671.0,Grootfontein Plaas,Self Catering,2600.0,Luxury,7.0,0.97,Still Bay Still Bay,Still Bay Still Bay,Still Bay,South Africa,https://www.lekkeslaap.co.za/accommodation/grootfontein-plaas,False,,False
149158.0,Our Home By The Sea,Self Catering,3500.0,Luxury,6.0,0.83,Hermanus,Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/our-home-by-the-sea,False,,False
36185.0,Festina Lente in Onrus,Self Catering,1755.0,Premium,35.0,3.89,Onrus Onrus,Onrus Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/festina-lente-in-onrus,False,,False
56106.0,Nerf-af Cottage & Rooms @ Onrusrivier,Self Catering,788.0,Mid-Range,91.0,8.43,Onrus Onrus,Onrus Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/nerf---af,False,,False
75956.0,Karibu Self-catering Accommodation,Self Catering,998.0,Mid-Range,143.0,13.24,Hermanus,Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/karibu-self-catering-accommodation,False,,False
89051.0,La Casa Blanca,Self Catering,3600.0,Luxury,17.0,2.36,Hermanus,Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/la-casa-blanca,False,,False
83530.0,River Tree House,Self Catering,2250.0,Premium,12.0,1.33,Hermanus,Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/river-tree-house,False,,False
141837.0,Providence,Self Catering,1967.0,Premium,0.0,0.0,Onrus Onrus,Onrus Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/providence-10,False,,False
3258.0,Kennedys Beach Villa,Guest House,2080.0,Premium,30.0,3.33,Onrus Onrus,Onrus Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/kennedys-beach-villa,False,,False
83228.0,Sonsandsee,Self Catering,2500.0,Luxury,18.0,2.5,Onrus Onrus,Onrus Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/sonandsee,False,,False
82658.0,Grundhoud,Self Catering,1500.0,Premium,39.0,4.33,Hermanus,Onrus,Onrus,South Africa,https://www.lekkeslaap.co.za/accommodation/grundhoud,False,,False
93008.0,Arendsroep,Self Catering,1196.0,Mid-Range,58.0,5.37,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/arendsnes-13,False,,False
54187.0,Flight of the Eagle @ Kruger,Self Catering,2470.0,Premium,52.0,5.78,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/flight-of-the-eagle--kruger,False,,False
38421.0,Meerkatgat 3341 Seekoei Road,Self Catering,2444.0,Premium,185.0,20.56,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/meerkatgat-3341-seekoei-road,False,,False
34477.0,Imbube Safari Lodge,Guest House,1000.0,Mid-Range,25.0,2.31,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/erdvark-3950-99,False,,False
70947.0,Kudus Crest Bush Retreat,Self Catering,2000.0,Premium,97.0,10.78,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/kudus-crest-bush-retreat,False,,False
79698.0,Huis Maroela,Self Catering,1200.0,Premium,160.0,17.78,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/huis-maroela,False,,False
57740.0,Ndlovu Rest,Self Catering,1680.0,Premium,52.0,5.78,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/ndlovu-rest,False,,False
20237.0,Umvangazi Rest,Self Catering,1430.0,Premium,22.0,2.44,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/umvangazi-rest,True,35.0,False
27604.0,Bush and Gables House,Self Catering,5550.0,Luxury,15.0,2.08,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/bush-and-gables,False,,False
94565.0,Villa de Leeu,Self Catering,1796.0,Premium,34.0,3.78,Marloth Park Marloth Park,Marloth Park Marloth Park,Marloth Park,South Africa,https://www.lekkeslaap.co.za/accommodation/villa-de-leeu,False,,False
82770.0,Mountain View Safari Lodge,Self Catering,2000.0,Premium,40.0,4.44,Hoedspruit,Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/mountain-view-safari-lodge,False,,False
32225.0,Leadwood Tree Safari Lodge,Self Catering,1350.0,Premium,202.0,22.44,Hoedspruit Hoedspruit,Hoedspruit Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/leadwood-lodge,False,,False
55582.0,Rooibos Luxury Bush Cottage,Self Catering,2000.0,Premium,23.0,2.56,Hoedspruit Hoedspruit,Hoedspruit Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/rooibos-bush-lodge,False,,False
120498.0,The Eco Hut,Self Catering,2700.0,Luxury,10.0,1.39,Hoedspruit Hoedspruit,Hoedspruit Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/the-eco-hut,False,,False
71287.0,Leopard's Lair Bush Lodge,Lodge,2800.0,Luxury,31.0,4.31,Hoedspruit Hoedspruit,Hoedspruit Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/leopards-lair-bush-lodge,False,,False
128506.0,Plumtree House,Self Catering,5050.0,Luxury,1.0,0.14,Hoedspruit Hoedspruit,Hoedspruit Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/plumtree-house,False,,False
54113.0,Francines Venue & Farmhouse,Guest House,867.0,Mid-Range,37.0,3.43,Hoedspruit Hoedspruit,Hoedspruit Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/francines-venue--farmhouse,False,,False
89518.0,Heartland Self-catering Accommodation,Guest House,1089.0,Mid-Range,35.0,3.24,Kampersrus AH,Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/heartland-self-catering-accommodation,False,,False
63534.0,Swiblati Lodge,Self Catering,3950.0,Luxury,11.0,1.53,Hoedspruit Hoedspruit,Hoedspruit Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/swiblati-lodge,False,,False
56602.0,Blyde River Log House,Self Catering,2290.0,Premium,7.0,0.78,Hoedspruit Hoedspruit,Hoedspruit Hoedspruit,Hoedspruit,South Africa,https://www.lekkeslaap.co.za/accommodation/blyde-river-log-house,False,,False
17367.0,Phakela Private Lodge,Lodge,1125.0,Mid-Range,25.0,2.31,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/phakela-private-lodge-69,True,25.0,False
106059.0,Seven Olives Guest Rooms,Guest House,1050.0,Mid-Range,19.0,1.76,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/seven-olives,False,,False
69134.0,Waterberg Hideaway,Self Catering,1890.0,Premium,40.0,4.44,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/waterberg-hideaway,False,,False
102167.0,As Featured on Instagram The Pods,Self Catering,3450.0,Luxury,32.0,4.44,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/the-pod-1--thaba-entle,False,,False
131476.0,Zondereinde Accommodation,Self Catering,700.0,Mid-Range,7.0,0.65,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/zondereinde-accommodation,False,,False
98373.0,As Featured on Instagram The Tented Log Cabin,Game Lodge,3850.0,Luxury,4.0,0.56,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/the-log-cabin--thaba-e-entle,False,,False
118660.0,Indaka Lodge,Lodge,1300.0,Premium,30.0,3.33,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/indaka-lodge,False,,False
134312.0,Netsha Guesthouse,Guest House,1095.0,Mid-Range,15.0,1.39,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/netsha,False,,False
94608.0,Vanross Self-Catering Accommodation,Self Catering,1100.0,Mid-Range,14.0,1.3,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/vanross-self-catering-accommodation,False,,False
136832.0,Aloe Lodge,Lodge,3500.0,Luxury,2.0,0.28,Thabazimbi Thabazimbi,Thabazimbi Thabazimbi,Thabazimbi,South Africa,https://www.lekkeslaap.co.za/accommodation/aloe-lodge-10,False,,False
25350.0,Witgatboom Boskamp,Game Lodge,900.0,Mid-Range,141.0,13.06,Mookgopong Mookgopong,Mookgopong Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/witgatboom-boskamp,False,,False
80496.0,Bosveld Wegbreek,Self Catering,1190.0,Mid-Range,93.0,8.61,Euphoria Golf Estate And Hydro,Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/bosveld-wegbreek,False,,False
134744.0,156 Euphoria Boutique Villa,Guest House,13500.0,Luxury,0.0,0.0,Euphoria Golf Estate And Hydro,Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/156-euphoria-boutique-villa,False,,False
139853.0,88 on 4th,Self Catering,850.0,Mid-Range,6.0,0.56,Mookgopong Mookgopong,Mookgopong Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/88-on-4th,False,,False
95810.0,Nyala Bush Villa,Self Catering,3000.0,Luxury,91.0,12.64,Naboomspruit,Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/nyala-bush-villa,False,,False
35505.0,Diamond Creek Bush Lodge,Lodge,910.0,Mid-Range,85.0,7.87,Naboomspruit,Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/diamond-creek-bush-lodge,False,,False
154098.0,Thaba Tholo Villas,Self Catering,1590.0,Premium,2.0,0.22,Mookgopong Mookgopong,Mookgopong Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/thaba-tholo-villas,False,,False
39499.0,Ranelra Accommodation,Self Catering,680.0,Budget,99.0,7.33,Mookgopong Mookgopong,Mookgopong Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/ranelra-accommodation,False,,False
20443.0,Die Boer En Die Belg Andante,Self Catering,400.0,Budget,201.0,14.89,Mookgopong,Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/die-boer-en-die-belg--andante,False,,False
30134.0,AAA Rose Garden Gastehuis,Self Catering,750.0,Mid-Range,75.0,6.94,Mookgopong Mookgopong,Mookgopong Mookgopong,Mookgopong,South Africa,https://www.lekkeslaap.co.za/accommodation/aaa-rose-garden-gastehuis,False,,False
104782.0,Die Ou Pastorie,Guest House,1955.0,Premium,18.0,2.0,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/die-ou-pastorie-18,False,,False
27301.0,Millstream Inn Guest House,Guest House,1050.0,Mid-Range,224.0,20.74,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/millstream-inn-guest-house,False,,False
102016.0,Hollybrooke Adventure Farm,Self Catering,450.0,Budget,16.0,1.19,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/hollybrooke-adventure-farm,False,,False
156924.0,Furrow Nest - Skeerpoort,Self Catering,711.0,Mid-Range,0.0,0.0,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/furrow-nest---skeerpoort,False,,False
151933.0,8 @ Mill Lane,Self Catering,3750.0,Luxury,0.0,0.0,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/8--mill-lane,False,,False
11242.0,B'sorah Luxury Tent,Self Catering,2300.0,Premium,121.0,13.44,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/bsorah-luxury-tented-camp,False,,False
57185.0,Remhoogte Mountain Lodge,Lodge,1685.0,Premium,57.0,6.33,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/remhoogte-mountain-lodge,False,,False
72011.0,The Meadows At Millstream,Self Catering,1300.0,Premium,189.0,21.0,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/the-meadows-at-millstream,False,,False
13042.0,Highlander Trout Lodge,Self Catering,2500.0,Luxury,103.0,14.31,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/highlander-trout-lodge,False,,False
33129.0,La Bastide,Guest House,1170.0,Mid-Range,179.0,16.57,Skeerpoort Skeerpoort,Skeerpoort Skeerpoort,Skeerpoort,South Africa,https://www.lekkeslaap.co.za/accommodation/la-bastide,False,,False
50928.0,Summerplace Game Reserve,Self Catering,1253.0,Premium,89.0,9.89,Vaalwater Vaalwater,Vaalwater Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/summerplace-game-reserve,False,,False
8985.0,Cross Pollination Chalets & Camping,Self Catering,245.0,Budget,90.0,6.67,Vaalwater Vaalwater,Vaalwater Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/shondoro-mountain-retreat,True,50.0,False
89624.0,Groendraai River Cottages,Self Catering,1180.0,Mid-Range,268.0,24.81,Vaalwater Vaalwater,Vaalwater Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/groendraai-river-cottages,False,,False
118260.0,Bushwillow at Waterberg Cottages,Self Catering,5250.0,Luxury,4.0,0.56,Vaalwater Vaalwater,Vaalwater Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/bushwillow-cottage,False,,False
69554.0,Wildeman Stories Wildsplaas,Game Lodge,13000.0,Luxury,30.0,4.17,Vaalwater Vaalwater,Vaalwater Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/wildeman-stories-wildsplaas,False,,False
146175.0,Waterberg Wildlife Sanctuary,Self Catering,1350.0,Premium,6.0,0.67,Vaalwater Vaalwater,Vaalwater Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/waterberg-wildlife-sanctuary,False,,False
104389.0,Africamps Waterberg,Self Catering,1590.0,Premium,55.0,6.11,Vaalwater,Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/africamps-waterberg,False,,False
3104.0,Butterfly at Waterberg Cottages,Self Catering,2100.0,Premium,53.0,5.89,Vaalwater Vaalwater,Vaalwater Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/waterberg-cottages-16,False,,False
104336.0,Royal Morubisi Founder's Lodge,Game Lodge,4999.0,Luxury,0.0,0.0,Vaalwater Vaalwater Conferencing Facilities,Vaalwater Vaalwater Conferencing Facilities,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/royal-morubisi-lodge,False,,False
61312.0,Mashudu Private Game Lodge,Game Lodge,3550.0,Luxury,18.0,2.5,Vaalwater Vaalwater,Vaalwater Vaalwater,Vaalwater,South Africa,https://www.lekkeslaap.co.za/accommodation/mashudu-private-game-lodge,False,,False
14443.0,21 Hazey River Country Estate,Self Catering,3600.0,Luxury,35.0,4.86,Kiepersol,Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/21-hazey-river-country-estate,False,,False
157247.0,Fire Thorn Cottage,Self Catering,788.0,Mid-Range,0.0,0.0,Kiepersol,Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/fire-thorn-cottage,True,30.0,False
136005.0,Kruger Park Lodge Unit 243,Self Catering,3000.0,Luxury,3.0,0.42,Hazyview Hazyview,Hazyview Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/kruger-park-lodge-49,False,,False
112076.0,Bon Repose Cottage 2,Self Catering,1300.0,Premium,13.0,1.44,Hazyview Hazyview,Hazyview Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/bon-repose-cottage-2,False,,False
7141.0,Cambalala Bushveld Retreat,Self Catering,2950.0,Luxury,32.0,4.44,Hazyview Hazyview,Hazyview Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/cambalala-kruger-park-lodge,False,,False
17834.0,Kruger Park Lodge Chalet 226A,Self Catering,2900.0,Luxury,37.0,5.14,Hazyview Hazyview,Hazyview Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/kruger-park-lodge-chalet-226a,False,,False
15783.0,Bambuu Lakeside Lodge,Lodge,4960.0,Luxury,40.0,5.56,Kiepersol,Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/bambuu-lakeside-lodge,False,,False
15788.0,Mackers,Self Catering,765.0,Mid-Range,125.0,11.57,Kiepersol,Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/mackers,False,,False
36648.0,Cuckoo Ridge Country Retreat,B&B,1460.0,Premium,22.0,2.44,Panorama Route,Hazyview,Hazyview,South Africa,https://www.lekkeslaap.co.za/accommodation/cuckoo-ridge-country-retreat,False,,False
104310.0,Domus Tempus Kothuis en Boskamp,Self Catering,1102.0,Mid-Range,19.0,1.76,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/domus-tempus,False,,False
66858.0,The Bohemian Boutique Guesthouse,Guest House,2100.0,Premium,51.0,5.67,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/the-bohemian-guest-house,False,,False
110122.0,Home on a Hill Cottage,Self Catering,1955.0,Premium,16.0,1.78,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/home-on-a-hill,False,,False
34086.0,Die Stoep,Self Catering,800.0,Mid-Range,284.0,26.3,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/die-stoep,False,,False
49467.0,Forest View Cabins,Self Catering,980.0,Mid-Range,122.0,11.3,George's Valley,Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/forest-view-cabins,False,,False
1777.0,Sherwood's Country House,Guest House,918.0,Mid-Range,39.0,3.61,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/sherwoods-country-house,False,,False
92895.0,The Pickle Residence,Self Catering,1225.0,Premium,19.0,2.11,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/the-pickle-residence,False,,False
35014.0,"Fairview Hotels, Spa & Golf Resort",Hotel,1953.0,Premium,3.0,0.33,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/fairview-hotels-spa--golf-resort,True,30.0,False
110805.0,The Red Oak Guesthouse,Lodge,1062.0,Mid-Range,12.0,1.11,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/the-red-oak-guesthouse,False,,False
133036.0,Poeks se Tuiste,Self Catering,1450.0,Premium,13.0,1.44,Tzaneen Tzaneen,Tzaneen Tzaneen,Tzaneen,South Africa,https://www.lekkeslaap.co.za/accommodation/poeks-nest,False,,False
2597.0,As Featured on Instagram Baobab Ridge - Greater Kruger,Game Lodge,,Unknown,5.0,0.23,Hoedspruit,Timbavati Private Nature Reserve,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/baobab-ridge---greater-kruger,False,,True
129896.0,Amaya,Game Lodge,,Unknown,0.0,0.0,Hoedspruit,Timbavati Private Nature Reserve,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/amaya,False,,True
253.0,Umlani Bushcamp,Game Lodge,15522.0,Luxury,1.0,0.14,Hoedspruit,Timbavati Private Nature Reserve,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/umlani-bushcamp,False,,False
10064.0,Kambaku River Sands,Game Lodge,,Unknown,0.0,0.0,Hoedspruit,Timbavati Private Nature Reserve,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/kambaku-river-sands,False,,True
4863.0,Kambaku Safari Lodge,Lodge,17400.0,Luxury,0.0,0.0,Hoedspruit,Timbavati Private Nature Reserve,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/kambaku-lodge,False,,False
12369.0,Simbavati River Lodge,Lodge,,Unknown,1.0,0.05,Timbavati Private Nature Reserve Timbavati Private Nature Reserve,Timbavati Private Nature Reserve Timbavati Private Nature Reserve,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/simbavati-river-lodge,False,,True
90902.0,Simbavati Waterside,Lodge,,Unknown,0.0,0.0,Hoedspruit,Mpumalanga,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/simbavati-waterside,False,,True
72932.0,Simbavati Trails Camp,Self Catering,17150.0,Luxury,0.0,0.0,Timbavati Private Nature Reserve,Timbavati Private Nature Reserve,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/simbavati-trails-camp,False,,False
12368.0,Simbavati Hilltop Lodge,Lodge,,Unknown,0.0,0.0,Hoedspruit,Mpumalanga,Timbavati Private Nature Reserve,South Africa,https://www.lekkeslaap.co.za/accommodation/simbavati-hilltop-lodge,False,,True
3696.0,Morokolo Safari Lodge Self-catering,Game Lodge,5985.0,Luxury,4.0,0.56,Pilanesberg National Park Pilanesberg National Park,Pilanesberg National Park Pilanesberg National Park,Pilanesberg National Park,South Africa,https://www.lekkeslaap.co.za/accommodation/morokolo-safari-lodge,False,,False
125139.0,Pangolin Game Lodge,Lodge,17590.0,Luxury,0.0,0.0,Pilanesberg National Park Pilanesberg National Park,Pilanesberg National Park Pilanesberg National Park,Pilanesberg National Park,South Africa,https://www.lekkeslaap.co.za/accommodation/pangolin-game-lodge,False,,False
